               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.068479,             0.02388,                   0,             0.36092,             0.43992,             0.33707,             0.13934,            0.039823,            0.010816,                   0,            0.070034,           0.0033296,           0.0033296
